"SpeciesChecked","Taxa","LifeSpan","Database","Field","Unit","phylum","class","order","family","genus","species"
"Gymnorhinus cyanocephalus","Gymnorhinus cyanocephalus","14.6","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Corvidae","Gymnorhinus","Gymnorhinus cyanocephalus"
"Perisoreus canadensis","Perisoreus canadensis","19.2","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Corvidae","Perisoreus","Perisoreus canadensis"
"Pica pica","Pica pica","21.7","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Corvidae","Pica","Pica pica"
"Emberiza citrinella","Emberiza citrinella","13.2","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Fringillidae","Emberiza","Emberiza citrinella"
"Emberiza schoeniclus","Emberiza schoeniclus","12.2","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Fringillidae","Emberiza","Emberiza schoeniclus"
"Melospiza melodia","Melospiza melodia","11.3","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Passerellidae","Melospiza","Melospiza melodia"
"Passerculus sandwichensis","Passerculus sandwichensis","18","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Passerellidae","Passerculus","Passerculus sandwichensis"
"Zonotrichia leucophrys","Zonotrichia leucophrys","13.3","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Passerellidae","Zonotrichia","Zonotrichia leucophrys"
"Acanthis flammea","Acanthis flammea","12.2","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Fringillidae","Acanthis","Acanthis flammea"
"Carduelis carduelis","Carduelis carduelis","27","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Fringillidae","Carduelis","Carduelis carduelis"
"Chloris chloris","Chloris chloris","13.6","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Fringillidae","Chloris","Chloris chloris"
"Fringilla coelebs","Fringilla coelebs","29","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Fringillidae","Fringilla","Fringilla coelebs"
"Linaria cannabina","Linaria cannabina","9.4","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Fringillidae","Linaria","Linaria cannabina"
"Pyrrhula pyrrhula","Pyrrhula pyrrhula","17.5","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Fringillidae","Pyrrhula","Pyrrhula pyrrhula"
"Delichon urbicum","Delichon urbicum","15","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Hirundinidae","Delichon","Delichon urbicum"
"Hirundo rustica","Hirundo rustica","16","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Hirundinidae","Hirundo","Hirundo rustica"
"Petrochelidon fulva","Petrochelidon fulva","12.2","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Hirundinidae","Petrochelidon","Petrochelidon fulva"
"Progne subis","Progne subis","13.8","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Hirundinidae","Progne","Progne subis"
"Riparia riparia","Riparia riparia","10","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Hirundinidae","Riparia","Riparia riparia"
"Tachycineta bicolor","Tachycineta bicolor","12.1","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta","Tachycineta bicolor"
"Molothrus ater","Molothrus ater","16.9","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Icteridae","Molothrus","Molothrus ater"
"Quiscalus major","Quiscalus major","13.9","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Icteridae","Quiscalus","Quiscalus major"
"Lanius ludovicianus","Lanius ludovicianus","12.5","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Laniidae","Lanius","Lanius ludovicianus"
"Toxostoma curvirostre","Toxostoma curvirostre","10.8","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Mimidae","Toxostoma","Toxostoma curvirostre"
"Motacilla alba","Motacilla alba","13.7","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Motacillidae","Motacilla","Motacilla alba"
"Motacilla cinerea","Motacilla cinerea","8","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Motacillidae","Motacilla","Motacilla cinerea"
"Motacilla flava","Motacilla flava","8.8","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Motacillidae","Motacilla","Motacilla flava"
"Erithacus rubecula","Erithacus rubecula","19.3","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Turdidae","Erithacus","Erithacus rubecula"
"Ficedula hypoleuca","Ficedula hypoleuca","15","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula hypoleuca"
"Muscicapa striata","Muscicapa striata","11.8","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Muscicapidae","Muscicapa","Muscicapa striata"
"Oenanthe oenanthe","Oenanthe oenanthe","10.1","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Muscicapidae","Oenanthe","Oenanthe oenanthe"
"Phoenicurus phoenicurus","Phoenicurus phoenicurus","10.2","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Muscicapidae","Phoenicurus","Phoenicurus phoenicurus"
"Cyanistes caeruleus","Cyanistes caeruleus","14.6","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Paridae","Cyanistes","Cyanistes caeruleus"
"Parus major","Parus major","15.4","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Paridae","Parus","Parus major"
"Periparus ater","Periparus ater","9.5","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus ater"
"Poecile atricapillus","Poecile atricapillus","12.4","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Paridae","Poecile","Poecile atricapillus"
"Poecile palustris","Poecile palustris","11.9","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Paridae","Poecile","Poecile palustris"
"Parkesia motacilla","Parkesia motacilla","11.9","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Parulidae","Parkesia","Parkesia motacilla"
"Passer domesticus","Passer domesticus","23","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Passeridae","Passer","Passer domesticus"
"Passer montanus","Passer montanus","13.1","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Passeridae","Passer","Passer montanus"
"Phylloscopus trochilus","Phylloscopus trochilus","11.8","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Phylloscopidae","Phylloscopus","Phylloscopus trochilus"
"Prunella modularis","Prunella modularis","20.8","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Passeridae","Prunella","Prunella modularis"
"Sitta europaea","Sitta europaea","12.9","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta europaea"
"Sitta pusilla","Sitta pusilla","5.8","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta pusilla"
"Sturnus vulgaris","Sturnus vulgaris","22.9","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Sturnidae","Sturnus","Sturnus vulgaris"
"Sylvia atricapilla","Sylvia atricapilla","13.8","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Sylvia atricapilla"
"Sylvia communis","Sylvia communis","8.9","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Sylvia communis"
"Campylorhynchus brunneicapillus","Campylorhynchus brunneicapillus","7.3","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Certhiidae","Campylorhynchus","Campylorhynchus brunneicapillus"
"Troglodytes aedon","Troglodytes aedon","9","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Certhiidae","Troglodytes","Troglodytes aedon"
"Troglodytes troglodytes","Troglodytes troglodytes","7","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Certhiidae","Troglodytes","Troglodytes troglodytes"
"Hylocichla mustelina","Hylocichla mustelina","10.2","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Turdidae","Hylocichla","Hylocichla mustelina"
"Sialia currucoides","Sialia currucoides","9","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Turdidae","Sialia","Sialia currucoides"
"Sialia mexicana","Sialia mexicana","8.7","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Turdidae","Sialia","Sialia mexicana"
"Sialia sialis","Sialia sialis","10.5","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Turdidae","Sialia","Sialia sialis"
"Turdus merula","Turdus merula","21.8","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus merula"
"Turdus philomelos","Turdus philomelos","17.7","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus philomelos"
"Turdus viscivorus","Turdus viscivorus","21.2","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus viscivorus"
"Myiarchus cinerascens","Myiarchus cinerascens","11.9","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","Myiarchus cinerascens"
"Sayornis nigricans","Sayornis nigricans","8","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Tyrannidae","Sayornis","Sayornis nigricans"
"Vireo griseus","Vireo griseus","10.9","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Passeriformes","Vireonidae","Vireo","Vireo griseus"
"Ardea alba","Ardea alba","22.8","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea alba"
"Ardea cinerea","Ardea cinerea","37.5","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea cinerea"
"Egretta thula","Egretta thula","22.8","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Pelecaniformes","Ardeidae","Egretta","Egretta thula"
"Nycticorax nycticorax","Nycticorax nycticorax","21.1","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Pelecaniformes","Ardeidae","Nycticorax","Nycticorax nycticorax"
"Pelecanus erythrorhynchos","Pelecanus erythrorhynchos","54","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","Pelecanus erythrorhynchos"
"Eudocimus albus","Eudocimus albus","27.6","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Pelecaniformes","Threskiornithidae","Eudocimus","Eudocimus albus"
"Plegadis chihi","Plegadis chihi","20.4","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Pelecaniformes","Threskiornithidae","Plegadis","Plegadis chihi"
"Plegadis falcinellus","Plegadis falcinellus","26.8","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Pelecaniformes","Threskiornithidae","Plegadis","Plegadis falcinellus"
"Dendrocopos major","Dendrocopos major","12.7","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Piciformes","Picidae","Dendrocopos","Dendrocopos major"
"Dryocopus pileatus","Dryocopus pileatus","13","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Piciformes","Picidae","Dryocopus","Dryocopus pileatus"
"Picus viridis","Picus viridis","15.2","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Piciformes","Picidae","Picus","Picus viridis"
"Aegolius funereus","Aegolius funereus","15.9","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Strigiformes","Strigidae","Aegolius","Aegolius funereus"
"Asio otus","Asio otus","27.8","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Strigiformes","Strigidae","Asio","Asio otus"
"Athene cunicularia","Athene cunicularia","11","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Strigiformes","Strigidae","Athene","Athene cunicularia"
"Bubo virginianus","Bubo virginianus","29","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Strigiformes","Strigidae","Bubo","Bubo virginianus"
"Megascops asio","Megascops asio","20.7","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Strigiformes","Strigidae","Megascops","Megascops asio"
"Strix aluco","Strix aluco","22.4","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix aluco"
"Strix nebulosa","Strix nebulosa","15.9","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix nebulosa"
"Strix varia","Strix varia","24","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix varia"
"Tyto alba","Tyto alba","34","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto alba"
"Morus bassanus","Morus bassanus","37.4","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Pelecaniformes","Sulidae","Morus","Morus bassanus"
"Galeorhinus galeus","Galeorhinus galeus","55","anAge","Maximum.longevity..yrs.","yrs","Chordata","Chondrichthyes","Carcharhiniformes","Triakidae","Galeorhinus","Galeorhinus galeus"
"Alopias superciliosus","Alopias superciliosus","21","anAge","Maximum.longevity..yrs.","yrs","Chordata","Chondrichthyes","Lamniformes","Alopiidae","Alopias","Alopias superciliosus"
"Squalus acanthias","Squalus acanthias","75","anAge","Maximum.longevity..yrs.","yrs","Chordata","Chondrichthyes","Squaliformes","Squalidae","Squalus","Squalus acanthias"
"Squalus megalops","Squalus megalops","75","anAge","Maximum.longevity..yrs.","yrs","Chordata","Chondrichthyes","Squaliformes","Squalidae","Squalus","Squalus megalops"
"Aepyceros melampus","Aepyceros melampus","25.6","anAge","Maximum.longevity..yrs.","yrs","Chordata","Mammalia","Artiodactyla","Bovidae","Aepyceros","Aepyceros melampus"
"Rupicapra rupicapra","Rupicapra rupicapra","17.6","anAge","Maximum.longevity..yrs.","yrs","Chordata","Mammalia","Artiodactyla","Bovidae","Rupicapra","Rupicapra rupicapra"
"Syncerus caffer","Syncerus caffer","32.8","anAge","Maximum.longevity..yrs.","yrs","Chordata","Mammalia","Artiodactyla","Bovidae","Syncerus","Syncerus caffer"
"Capreolus capreolus","Capreolus capreolus","17.5","anAge","Maximum.longevity..yrs.","yrs","Chordata","Mammalia","Artiodactyla","Cervidae","Capreolus","Capreolus capreolus"
"Cervus elaphus","Cervus elaphus","31.5","anAge","Maximum.longevity..yrs.","yrs","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus"
"Procyon lotor","Procyon lotor","21","anAge","Maximum.longevity..yrs.","yrs","Chordata","Mammalia","Carnivora","Procyonidae","Procyon","Procyon lotor"
"Didelphis virginiana","Didelphis virginiana","6.6","anAge","Maximum.longevity..yrs.","yrs","Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphis","Didelphis virginiana"
"Trichosurus vulpecula","Trichosurus vulpecula","15.9","anAge","Maximum.longevity..yrs.","yrs","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus","Trichosurus vulpecula"
"Phascolarctos cinereus","Phascolarctos cinereus","22.1","anAge","Maximum.longevity..yrs.","yrs","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus"
"Ochotona princeps","Ochotona princeps","7","anAge","Maximum.longevity..yrs.","yrs","Chordata","Mammalia","Lagomorpha","Ochotonidae","Ochotona","Ochotona princeps"
"Peromyscus leucopus","Peromyscus leucopus","7.9","anAge","Maximum.longevity..yrs.","yrs","Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus","Peromyscus leucopus"
"Peromyscus maniculatus","Peromyscus maniculatus","8.3","anAge","Maximum.longevity..yrs.","yrs","Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus","Peromyscus maniculatus"
"Thomomys bottae","Thomomys bottae","6.1","anAge","Maximum.longevity..yrs.","yrs","Chordata","Mammalia","Rodentia","Geomyidae","Thomomys","Thomomys bottae"
"Perognathus parvus","Perognathus parvus","5.8","anAge","Maximum.longevity..yrs.","yrs","Chordata","Mammalia","Rodentia","Heteromyidae","Perognathus","Perognathus parvus"
"Marmota flaviventris","Marmota flaviventris","21.2","anAge","Maximum.longevity..yrs.","yrs","Chordata","Mammalia","Rodentia","Sciuridae","Marmota","Marmota flaviventris"
"Tamias striatus","Tamias striatus","9.5","anAge","Maximum.longevity..yrs.","yrs","Chordata","Mammalia","Rodentia","Sciuridae","Tamias","Tamias striatus"
"Natrix natrix","Natrix natrix","20","anAge","Maximum.longevity..yrs.","yrs","Chordata","Lepidosauria","Squamata","Colubridae","Natrix","Natrix natrix"
"Zootoca vivipara","Lacerta vivipara","11","anAge","Maximum.longevity..yrs.","yrs","Chordata","Lepidosauria","Squamata","Lacertidae","Zootoca","Zootoca vivipara"
"Vipera berus","Vipera berus","19","anAge","Maximum.longevity..yrs.","yrs","Chordata","Lepidosauria","Squamata","Viperidae","Vipera","Vipera berus"
"Alosa sapidissima","Alosa sapidissima","13","anAge","Maximum.longevity..yrs.","yrs","Chordata","Actinopteri","Clupeiformes","Clupeidae","Alosa","Alosa sapidissima"
"Abramis brama","Abramis brama","23","anAge","Maximum.longevity..yrs.","yrs","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Abramis","Abramis brama"
"Chrosomus eos","Chrosomus eos","3","anAge","Maximum.longevity..yrs.","yrs","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Chrosomus","Chrosomus eos"
"Cyprinus carpio","Cyprinus carpio","47","anAge","Maximum.longevity..yrs.","yrs","Chordata","Actinopteri","Cypriniformes","Cyprinidae","Cyprinus","Cyprinus carpio"
"Gobio gobio","Gobio gobio","8","anAge","Maximum.longevity..yrs.","yrs","Chordata","Actinopteri","Cypriniformes","Gobionidae","Gobio","Gobio gobio"
"Squalius cephalus","Leuciscus cephalus","22","anAge","Maximum.longevity..yrs.","yrs","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Squalius","Squalius cephalus"
"Leuciscus leuciscus","Leuciscus leuciscus","16","anAge","Maximum.longevity..yrs.","yrs","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Leuciscus","Leuciscus leuciscus"
"Rutilus rutilus","Rutilus rutilus","14","anAge","Maximum.longevity..yrs.","yrs","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Rutilus","Rutilus rutilus"
"Semotilus atromaculatus","Semotilus atromaculatus","8","anAge","Maximum.longevity..yrs.","yrs","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Semotilus","Semotilus atromaculatus"
"Esox lucius","Esox lucius","30","anAge","Maximum.longevity..yrs.","yrs","Chordata","Actinopteri","Esociformes","Esocidae","Esox","Esox lucius"
"Gadus morhua","Gadus morhua","25","anAge","Maximum.longevity..yrs.","yrs","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus","Gadus morhua"
"Lota lota","Lota lota","20","anAge","Maximum.longevity..yrs.","yrs","Chordata","Actinopteri","Gadiformes","Lotidae","Lota","Lota lota"
"Ambloplites rupestris","Ambloplites rupestris","18","anAge","Maximum.longevity..yrs.","yrs","Chordata","Actinopteri","Centrarchiformes","Centrarchidae","Ambloplites","Ambloplites rupestris"
"Lepomis cyanellus","Lepomis cyanellus","9","anAge","Maximum.longevity..yrs.","yrs","Chordata","Actinopteri","Centrarchiformes","Centrarchidae","Lepomis","Lepomis cyanellus"
"Lepomis macrochirus","Lepomis macrochirus","10","anAge","Maximum.longevity..yrs.","yrs","Chordata","Actinopteri","Centrarchiformes","Centrarchidae","Lepomis","Lepomis macrochirus"
"Micropterus dolomieu","Micropterus dolomieu","26","anAge","Maximum.longevity..yrs.","yrs","Chordata","Actinopteri","Centrarchiformes","Centrarchidae","Micropterus","Micropterus dolomieu"
"Micropterus salmoides","Micropterus salmoides","23","anAge","Maximum.longevity..yrs.","yrs","Chordata","Actinopteri","Centrarchiformes","Centrarchidae","Micropterus","Micropterus salmoides"
"Etheostoma nigrum","Etheostoma nigrum","4","anAge","Maximum.longevity..yrs.","yrs","Chordata","Actinopteri","Perciformes","Percidae","Etheostoma","Etheostoma nigrum"
"Perca fluviatilis","Perca fluviatilis","22","anAge","Maximum.longevity..yrs.","yrs","Chordata","Actinopteri","Perciformes","Percidae","Perca","Perca fluviatilis"
"Sander lucioperca","Sander lucioperca","16","anAge","Maximum.longevity..yrs.","yrs","Chordata","Actinopteri","Perciformes","Percidae","Sander","Sander lucioperca"
"Limanda ferruginea","Limanda ferruginea","12","anAge","Maximum.longevity..yrs.","yrs","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Myzopsetta","Myzopsetta ferruginea"
"Oncorhynchus tshawytscha","Oncorhynchus tshawytscha","9","anAge","Maximum.longevity..yrs.","yrs","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus tshawytscha"
"Prosopium williamsoni","Prosopium williamsoni","17","anAge","Maximum.longevity..yrs.","yrs","Chordata","Actinopteri","Salmoniformes","Salmonidae","Prosopium","Prosopium williamsoni"
"Salmo salar","Salmo salar","13","anAge","Maximum.longevity..yrs.","yrs","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo","Salmo salar"
"Salmo trutta","Salmo trutta","38","anAge","Maximum.longevity..yrs.","yrs","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"Cottus gobio","Cottus gobio","5","anAge","Maximum.longevity..yrs.","yrs","Chordata","Actinopteri","Perciformes","Cottidae","Cottus","Cottus gobio"
"Leuconotopicus borealis","Picoides borealis","16.1","anAge","Maximum.longevity..yrs.","yrs","Chordata","Aves","Piciformes","Picidae","Picoides","Picoides borealis"
"Cervus elaphus","Cervus elaphus","321.6","pantheria","X17.1_MaxLongevity_m","yrs","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus"
"Didelphis virginiana","Didelphis virginiana","60","pantheria","X17.1_MaxLongevity_m","yrs","Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphis","Didelphis virginiana"
"Capreolus capreolus","Capreolus capreolus","204","pantheria","X17.1_MaxLongevity_m","yrs","Chordata","Mammalia","Artiodactyla","Cervidae","Capreolus","Capreolus capreolus"
"Marmota flaviventris","Marmota flaviventris","96","pantheria","X17.1_MaxLongevity_m","yrs","Chordata","Mammalia","Rodentia","Sciuridae","Marmota","Marmota flaviventris"
"Lepus americanus","Lepus americanus","96","pantheria","X17.1_MaxLongevity_m","yrs","Chordata","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus americanus"
"Microtus oeconomus","Microtus oeconomus","21.6","pantheria","X17.1_MaxLongevity_m","yrs","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","Microtus oeconomus"
"Microtus pennsylvanicus","Microtus pennsylvanicus","11","pantheria","X17.1_MaxLongevity_m","yrs","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","Microtus pennsylvanicus"
"Myodes gapperi","Myodes gapperi","20","pantheria","X17.1_MaxLongevity_m","yrs","Chordata","Mammalia","Rodentia","Cricetidae","Myodes","Myodes gapperi"
"Napaeozapus insignis","Napaeozapus insignis","48","pantheria","X17.1_MaxLongevity_m","yrs","Chordata","Mammalia","Rodentia","Dipodidae","Napaeozapus","Napaeozapus insignis"
"Ochotona princeps","Ochotona princeps","84","pantheria","X17.1_MaxLongevity_m","yrs","Chordata","Mammalia","Lagomorpha","Ochotonidae","Ochotona","Ochotona princeps"
"Perognathus parvus","Perognathus parvus","48","pantheria","X17.1_MaxLongevity_m","yrs","Chordata","Mammalia","Rodentia","Heteromyidae","Perognathus","Perognathus parvus"
"Peromyscus leucopus","Peromyscus leucopus","38","pantheria","X17.1_MaxLongevity_m","yrs","Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus","Peromyscus leucopus"
"Phascolarctos cinereus","Phascolarctos cinereus","240","pantheria","X17.1_MaxLongevity_m","yrs","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus"
"Procyon lotor","Procyon lotor","252","pantheria","X17.1_MaxLongevity_m","yrs","Chordata","Mammalia","Carnivora","Procyonidae","Procyon","Procyon lotor"
"Rupicapra rupicapra","Rupicapra rupicapra","264","pantheria","X17.1_MaxLongevity_m","yrs","Chordata","Mammalia","Artiodactyla","Bovidae","Rupicapra","Rupicapra rupicapra"
"Reithrodontomys megalotis","Reithrodontomys megalotis","18","pantheria","X17.1_MaxLongevity_m","yrs","Chordata","Mammalia","Rodentia","Cricetidae","Reithrodontomys","Reithrodontomys megalotis"
"Otospermophilus beecheyi","Spermophilus beecheyi","60","pantheria","X17.1_MaxLongevity_m","yrs","Chordata","Mammalia","Rodentia","Sciuridae","Otospermophilus","Otospermophilus beecheyi"
